zone_id,hour_of_day,day_of_week,is_weekend,is_raining,base_zone_demand,prev_hour_orders,actual_orders
hsr_layout,7,1,0,0,13,17,16
jp_nagar,7,1,0,0,11,11,14
electronic_city,7,1,0,0,10,12,13
hebbal,7,1,0,0,9,11,10
koramangala,8,1,0,0,18,18,20
indiranagar,8,1,0,0,15,21,18
whitefield,8,1,0,0,12,13,18
marathahalli,8,1,0,0,14,17,14
hsr_layout,8,1,0,0,13,12,14
jp_nagar,8,1,0,0,11,15,13
electronic_city,8,1,0,0,10,11,12
hebbal,8,1,0,0,9,9,10
koramangala,9,1,0,0,18,19,20
indiranagar,9,1,0,0,15,21,19
whitefield,9,1,0,0,12,15,11
marathahalli,9,1,0,0,14,18,20
hsr_layout,9,1,0,0,13,16,16
jp_nagar,9,1,0,0,11,12,10
electronic_city,9,1,0,0,10,11,13
hebbal,9,1,0,0,9,10,10
koramangala,10,1,0,0,18,13,16
indiranagar,10,1,0,0,15,13,13
whitefield,10,1,0,0,12,9,9
marathahalli,10,1,0,0,14,13,10
hsr_layout,10,1,0,0,13,10,11
jp_nagar,10,1,0,0,11,10,8
electronic_city,10,1,0,0,10,7,7
hebbal,10,1,0,0,9,7,7
koramangala,11,1,0,0,18,31,25
indiranagar,11,1,0,0,15,22,20
whitefield,11,1,0,0,12,20,21
marathahalli,11,1,0,0,14,22,23
hsr_layout,11,1,0,0,13,24,24
jp_nagar,11,1,0,0,11,18,17
electronic_city,11,1,0,0,10,14,18
hebbal,11,1,0,0,9,14,15
koramangala,12,1,0,0,18,30,26
indiranagar,12,1,0,0,15,21,28
whitefield,12,1,0,0,12,17,17
marathahalli,12,1,0,0,14,22,19
hsr_layout,12,1,0,0,13,24,21
jp_nagar,12,1,0,0,11,16,18
electronic_city,12,1,0,0,10,18,16
hebbal,12,1,0,0,9,13,15
koramangala,13,1,0,0,18,29,27
indiranagar,13,1,0,0,15,24,25
whitefield,13,1,0,0,12,21,21
marathahalli,13,1,0,0,14,20,23
hsr_layout,13,1,0,0,13,17,26
jp_nagar,13,1,0,0,11,15,15
electronic_city,13,1,0,0,10,14,13
hebbal,13,1,0,0,9,12,16
koramangala,14,1,0,0,18,14,14
indiranagar,14,1,0,0,15,12,10
whitefield,14,1,0,0,12,10,8
marathahalli,14,1,0,0,14,11,10
hsr_layout,14,1,0,0,13,8,7
jp_nagar,14,1,0,0,11,9,8
electronic_city,14,1,0,0,10,8,5
hebbal,14,1,0,0,9,6,7
koramangala,15,1,0,0,18,12,12
indiranagar,15,1,0,0,15,10,11
whitefield,15,1,0,0,12,8,11
marathahalli,15,1,0,0,14,11,10
hsr_layout,15,1,0,0,13,12,8
jp_nagar,15,1,0,0,11,10,5
electronic_city,15,1,0,0,10,7,4
hebbal,15,1,0,0,9,8,6
koramangala,16,1,0,0,18,17,13
indiranagar,16,1,0,0,15,11,9
whitefield,16,1,0,0,12,10,10
marathahalli,16,1,0,0,14,11,6
hsr_layout,16,1,0,0,13,11,10
jp_nagar,16,1,0,0,11,7,8
electronic_city,16,1,0,0,10,7,7
hebbal,16,1,0,0,9,6,7
koramangala,17,1,0,0,18,15,14
indiranagar,17,1,0,0,15,12,11
whitefield,17,1,0,0,12,10,12
marathahalli,17,1,0,0,14,9,10
hsr_layout,17,1,0,0,13,10,11
jp_nagar,17,1,0,0,11,7,10
electronic_city,17,1,0,0,10,8,7
hebbal,17,1,0,0,9,6,3
koramangala,18,1,0,0,18,15,11
indiranagar,18,1,0,0,15,12,12
whitefield,18,1,0,0,12,8,10
marathahalli,18,1,0,0,14,11,13
hsr_layout,18,1,0,0,13,11,11
jp_nagar,18,1,0,0,11,10,8
electronic_city,18,1,0,0,10,8,6
hebbal,18,1,0,0,9,7,7
koramangala,19,1,0,0,18,32,35
indiranagar,19,1,0,0,15,25,22
whitefield,19,1,0,0,12,22,18
marathahalli,19,1,0,0,14,25,29
hsr_layout,19,1,0,0,13,28,27
jp_nagar,19,1,0,0,11,20,19
electronic_city,19,1,0,0,10,22,22
hebbal,19,1,0,0,9,14,16
koramangala,20,1,0,0,18,35,31
indiranagar,20,1,0,0,15,24,26
whitefield,20,1,0,0,12,22,27
marathahalli,20,1,0,0,14,29,26
hsr_layout,20,1,0,0,13,25,22
jp_nagar,20,1,0,0,11,23,22
electronic_city,20,1,0,0,10,17,20
hebbal,20,1,0,0,9,15,17
koramangala,21,1,0,0,18,28,32
indiranagar,21,1,0,0,15,33,26
whitefield,21,1,0,0,12,20,19
marathahalli,21,1,0,0,14,22,24
hsr_layout,21,1,0,0,13,23,20
jp_nagar,21,1,0,0,11,21,14
electronic_city,21,1,0,0,10,17,17
hebbal,21,1,0,0,9,13,16
koramangala,22,1,0,0,18,13,15
indiranagar,22,1,0,0,15,13,14
whitefield,22,1,0,0,12,9,9
marathahalli,22,1,0,0,14,10,11
hsr_layout,22,1,0,0,13,9,6
jp_nagar,22,1,0,0,11,10,8
electronic_city,22,1,0,0,10,7,9
hebbal,22,1,0,0,9,6,3
koramangala,23,1,0,0,18,16,18
indiranagar,23,1,0,0,15,12,12
whitefield,23,1,0,0,12,10,7
marathahalli,23,1,0,0,14,11,8
hsr_layout,23,1,0,0,13,9,9
jp_nagar,23,1,0,0,11,8,8
electronic_city,23,1,0,0,10,8,6
hebbal,23,1,0,0,9,8,6
koramangala,0,2,0,0,18,3,3
indiranagar,0,2,0,0,15,2,2
whitefield,0,2,0,0,12,2,0
marathahalli,0,2,0,0,14,2,1
hsr_layout,0,2,0,0,13,2,0
jp_nagar,0,2,0,0,11,1,2
electronic_city,0,2,0,0,10,2,0
hebbal,0,2,0,0,9,1,1
koramangala,1,2,0,0,18,3,4
indiranagar,1,2,0,0,15,3,1
whitefield,1,2,0,0,12,1,3
marathahalli,1,2,0,0,14,3,1
hsr_layout,1,2,0,0,13,3,4
jp_nagar,1,2,0,0,11,2,1
electronic_city,1,2,0,0,10,1,0
hebbal,1,2,0,0,9,1,2
koramangala,2,2,0,0,18,3,2
indiranagar,2,2,0,0,15,3,0
whitefield,2,2,0,0,12,2,1
marathahalli,2,2,0,0,14,2,1
hsr_layout,2,2,0,0,13,2,4
jp_nagar,2,2,0,0,11,2,0
electronic_city,2,2,0,0,10,1,1
hebbal,2,2,0,0,9,2,1
koramangala,3,2,0,0,18,3,3
indiranagar,3,2,0,0,15,2,4
whitefield,3,2,0,0,12,2,1
marathahalli,3,2,0,0,14,2,1
hsr_layout,3,2,0,0,13,2,2
jp_nagar,3,2,0,0,11,1,2
electronic_city,3,2,0,0,10,1,0
hebbal,3,2,0,0,9,2,1
koramangala,4,2,0,0,18,3,2
indiranagar,4,2,0,0,15,2,1
whitefield,4,2,0,0,12,2,1
marathahalli,4,2,0,0,14,2,4
hsr_layout,4,2,0,0,13,2,0
jp_nagar,4,2,0,0,11,1,2
electronic_city,4,2,0,0,10,1,2
hebbal,4,2,0,0,9,2,0
koramangala,5,2,0,0,18,3,3
indiranagar,5,2,0,0,15,3,3
whitefield,5,2,0,0,12,2,2
marathahalli,5,2,0,0,14,2,0
hsr_layout,5,2,0,0,13,2,4
jp_nagar,5,2,0,0,11,2,0
electronic_city,5,2,0,0,10,1,3
hebbal,5,2,0,0,9,1,2
koramangala,6,2,0,0,18,14,10
indiranagar,6,2,0,0,15,13,13
whitefield,6,2,0,0,12,10,8
marathahalli,6,2,0,0,14,9,5
hsr_layout,6,2,0,0,13,9,10
jp_nagar,6,2,0,0,11,7,7
electronic_city,6,2,0,0,10,7,6
hebbal,6,2,0,0,9,5,6
koramangala,7,2,0,0,18,19,19
indiranagar,7,2,0,0,15,15,18
whitefield,7,2,0,0,12,16,16
marathahalli,7,2,0,0,14,15,13
hsr_layout,7,2,0,0,13,15,11
jp_nagar,7,2,0,0,11,14,12
electronic_city,7,2,0,0,10,11,15
hebbal,7,2,0,0,9,11,10
koramangala,8,2,0,0,18,18,21
indiranagar,8,2,0,0,15,17,16
whitefield,8,2,0,0,12,12,14
marathahalli,8,2,0,0,14,16,14
hsr_layout,8,2,0,0,13,14,12
jp_nagar,8,2,0,0,11,15,11
electronic_city,8,2,0,0,10,13,13
hebbal,8,2,0,0,9,9,12
koramangala,9,2,0,0,18,25,24
indiranagar,9,2,0,0,15,18,18
whitefield,9,2,0,0,12,16,13
marathahalli,9,2,0,0,14,20,12
hsr_layout,9,2,0,0,13,18,14
jp_nagar,9,2,0,0,11,14,12
electronic_city,9,2,0,0,10,12,11
hebbal,9,2,0,0,9,9,7
koramangala,10,2,0,0,18,13,15
indiranagar,10,2,0,0,15,10,14
whitefield,10,2,0,0,12,9,5
marathahalli,10,2,0,0,14,11,15
hsr_layout,10,2,0,0,13,10,8
jp_nagar,10,2,0,0,11,8,5
electronic_city,10,2,0,0,10,9,7
hebbal,10,2,0,0,9,8,6
koramangala,11,2,0,0,18,31,28
indiranagar,11,2,0,0,15,23,24
whitefield,11,2,0,0,12,19,21
marathahalli,11,2,0,0,14,18,25
hsr_layout,11,2,0,0,13,18,23
jp_nagar,11,2,0,0,11,15,16
electronic_city,11,2,0,0,10,19,15
hebbal,11,2,0,0,9,15,13
koramangala,12,2,0,0,18,28,25
indiranagar,12,2,0,0,15,26,21
whitefield,12,2,0,0,12,16,18
marathahalli,12,2,0,0,14,26,19
hsr_layout,12,2,0,0,13,24,18
jp_nagar,12,2,0,0,11,20,19
electronic_city,12,2,0,0,10,13,18
hebbal,12,2,0,0,9,15,14
koramangala,13,2,0,0,18,25,27
indiranagar,13,2,0,0,15,26,28
whitefield,13,2,0,0,12,17,22
marathahalli,13,2,0,0,14,20,19
hsr_layout,13,2,0,0,13,22,20
jp_nagar,13,2,0,0,11,20,16
electronic_city,13,2,0,0,10,19,17
hebbal,13,2,0,0,9,16,12
koramangala,14,2,0,0,18,14,12
indiranagar,14,2,0,0,15,12,12
whitefield,14,2,0,0,12,10,8
marathahalli,14,2,0,0,14,12,8
hsr_layout,14,2,0,0,13,9,12
jp_nagar,14,2,0,0,11,10,4
electronic_city,14,2,0,0,10,8,6
hebbal,14,2,0,0,9,8,10
koramangala,15,2,0,0,18,11,12
indiranagar,15,2,0,0,15,13,8
whitefield,15,2,0,0,12,8,7
marathahalli,15,2,0,0,14,10,10
hsr_layout,15,2,0,0,13,8,11
jp_nagar,15,2,0,0,11,9,8
electronic_city,15,2,0,0,10,8,6
hebbal,15,2,0,0,9,8,9
koramangala,16,2,0,0,18,15,15
indiranagar,16,2,0,0,15,10,12
whitefield,16,2,0,0,12,8,7
marathahalli,16,2,0,0,14,9,13
hsr_layout,16,2,0,0,13,10,8
jp_nagar,16,2,0,0,11,7,7
electronic_city,16,2,0,0,10,7,5
hebbal,16,2,0,0,9,7,4
koramangala,17,2,0,0,18,15,16
indiranagar,17,2,0,0,15,13,11
whitefield,17,2,0,0,12,11,7
marathahalli,17,2,0,0,14,13,10
hsr_layout,17,2,0,0,13,9,11
jp_nagar,17,2,0,0,11,9,8
electronic_city,17,2,0,0,10,8,6
hebbal,17,2,0,0,9,7,6
koramangala,18,2,0,0,18,16,11
indiranagar,18,2,0,0,15,11,9
whitefield,18,2,0,0,12,11,10
marathahalli,18,2,0,0,14,12,8
hsr_layout,18,2,0,0,13,9,12
jp_nagar,18,2,0,0,11,8,8
electronic_city,18,2,0,0,10,8,9
hebbal,18,2,0,0,9,6,8
koramangala,19,2,0,0,18,37,33
indiranagar,19,2,0,0,15,32,29
whitefield,19,2,0,0,12,21,22
marathahalli,19,2,0,0,14,28,32
hsr_layout,19,2,0,0,13,20,24
jp_nagar,19,2,0,0,11,24,22
electronic_city,19,2,0,0,10,17,16
hebbal,19,2,0,0,9,19,19
koramangala,20,2,0,0,18,28,33
indiranagar,20,2,0,0,15,23,27
whitefield,20,2,0,0,12,19,22
marathahalli,20,2,0,0,14,27,29
hsr_layout,20,2,0,0,13,20,24
jp_nagar,20,2,0,0,11,23,16
electronic_city,20,2,0,0,10,21,17
hebbal,20,2,0,0,9,14,15
koramangala,21,2,0,0,18,33,34
indiranagar,21,2,0,0,15,30,23
whitefield,21,2,0,0,12,25,24
marathahalli,21,2,0,0,14,28,28
hsr_layout,21,2,0,0,13,23,19
jp_nagar,21,2,0,0,11,16,16
electronic_city,21,2,0,0,10,20,15
hebbal,21,2,0,0,9,19,15
koramangala,22,2,0,0,18,13,13
indiranagar,22,2,0,0,15,13,14
whitefield,22,2,0,0,12,7,10
marathahalli,22,2,0,0,14,13,8
hsr_layout,22,2,0,0,13,11,11
jp_nagar,22,2,0,0,11,8,7
electronic_city,22,2,0,0,10,8,9
hebbal,22,2,0,0,9,7,9
koramangala,23,2,0,0,18,13,16
indiranagar,23,2,0,0,15,13,11
whitefield,23,2,0,0,12,8,4
marathahalli,23,2,0,0,14,9,10
hsr_layout,23,2,0,0,13,8,9
jp_nagar,23,2,0,0,11,8,6
electronic_city,23,2,0,0,10,8,8
hebbal,23,2,0,0,9,6,6
koramangala,0,3,0,0,18,3,1
indiranagar,0,3,0,0,15,2,0
whitefield,0,3,0,0,12,2,0
marathahalli,0,3,0,0,14,2,3
hsr_layout,0,3,0,0,13,2,1
jp_nagar,0,3,0,0,11,2,1
electronic_city,0,3,0,0,10,1,1
hebbal,0,3,0,0,9,1,1
koramangala,1,3,0,0,18,3,3
indiranagar,1,3,0,0,15,2,0
whitefield,1,3,0,0,12,2,3
marathahalli,1,3,0,0,14,2,4
hsr_layout,1,3,0,0,13,2,0
jp_nagar,1,3,0,0,11,2,0
electronic_city,1,3,0,0,10,2,1
hebbal,1,3,0,0,9,1,0
koramangala,2,3,0,0,18,3,3
indiranagar,2,3,0,0,15,3,0
whitefield,2,3,0,0,12,2,0
marathahalli,2,3,0,0,14,2,4
hsr_layout,2,3,0,0,13,3,0
jp_nagar,2,3,0,0,11,1,2
electronic_city,2,3,0,0,10,1,1
hebbal,2,3,0,0,9,1,0
koramangala,3,3,0,0,18,4,3
indiranagar,3,3,0,0,15,3,2
whitefield,3,3,0,0,12,1,1
marathahalli,3,3,0,0,14,2,3
hsr_layout,3,3,0,0,13,2,2
jp_nagar,3,3,0,0,11,2,3
electronic_city,3,3,0,0,10,2,2
hebbal,3,3,0,0,9,1,1
koramangala,4,3,0,0,18,2,0
indiranagar,4,3,0,0,15,2,1
whitefield,4,3,0,0,12,2,6
marathahalli,4,3,0,0,14,2,3
hsr_layout,4,3,0,0,13,2,5
jp_nagar,4,3,0,0,11,2,4
electronic_city,4,3,0,0,10,1,1
hebbal,4,3,0,0,9,1,1
koramangala,5,3,0,0,18,3,2
indiranagar,5,3,0,0,15,3,0
whitefield,5,3,0,0,12,2,2
marathahalli,5,3,0,0,14,2,4
hsr_layout,5,3,0,0,13,2,1
jp_nagar,5,3,0,0,11,2,2
electronic_city,5,3,0,0,10,1,3
hebbal,5,3,0,0,9,1,0
koramangala,6,3,0,0,18,11,12
indiranagar,6,3,0,0,15,10,10
whitefield,6,3,0,0,12,8,8
marathahalli,6,3,0,0,14,10,10
hsr_layout,6,3,0,0,13,12,6
jp_nagar,6,3,0,0,11,7,10
electronic_city,6,3,0,0,10,7,5
hebbal,6,3,0,0,9,6,7
koramangala,7,3,0,0,18,24,20
indiranagar,7,3,0,0,15,21,20
whitefield,7,3,0,0,12,15,14
marathahalli,7,3,0,0,14,17,17
hsr_layout,7,3,0,0,13,13,17
jp_nagar,7,3,0,0,11,12,14
electronic_city,7,3,0,0,10,11,11
hebbal,7,3,0,0,9,8,13
koramangala,8,3,0,0,18,17,20
indiranagar,8,3,0,0,15,14,19
whitefield,8,3,0,0,12,12,17
marathahalli,8,3,0,0,14,14,17
hsr_layout,8,3,0,0,13,14,18
jp_nagar,8,3,0,0,11,11,13
electronic_city,8,3,0,0,10,13,13
hebbal,8,3,0,0,9,9,8
koramangala,9,3,0,0,18,18,16
indiranagar,9,3,0,0,15,18,17
whitefield,9,3,0,0,12,15,15
marathahalli,9,3,0,0,14,17,17
hsr_layout,9,3,0,0,13,13,15
jp_nagar,9,3,0,0,11,13,9
electronic_city,9,3,0,0,10,10,11
hebbal,9,3,0,0,9,10,11
koramangala,10,3,0,0,18,16,15
indiranagar,10,3,0,0,15,13,13
whitefield,10,3,0,0,12,11,9
marathahalli,10,3,0,0,14,11,12
hsr_layout,10,3,0,0,13,9,11
jp_nagar,10,3,0,0,11,8,8
electronic_city,10,3,0,0,10,7,7
hebbal,10,3,0,0,9,8,6
koramangala,11,3,0,0,18,23,25
indiranagar,11,3,0,0,15,27,27
whitefield,11,3,0,0,12,15,15
marathahalli,11,3,0,0,14,24,19
hsr_layout,11,3,0,0,13,17,21
jp_nagar,11,3,0,0,11,20,17
electronic_city,11,3,0,0,10,15,16
hebbal,11,3,0,0,9,15,13
koramangala,12,3,0,0,18,26,30
indiranagar,12,3,0,0,15,20,24
whitefield,12,3,0,0,12,18,16
marathahalli,12,3,0,0,14,23,17
hsr_layout,12,3,0,0,13,19,24
jp_nagar,12,3,0,0,11,15,15
electronic_city,12,3,0,0,10,14,13
hebbal,12,3,0,0,9,12,16
koramangala,13,3,0,0,18,31,25
indiranagar,13,3,0,0,15,24,22
whitefield,13,3,0,0,12,18,18
marathahalli,13,3,0,0,14,25,21
hsr_layout,13,3,0,0,13,22,18
jp_nagar,13,3,0,0,11,15,20
electronic_city,13,3,0,0,10,18,15
hebbal,13,3,0,0,9,14,13
koramangala,14,3,0,0,18,14,10
indiranagar,14,3,0,0,15,11,11
whitefield,14,3,0,0,12,11,11
marathahalli,14,3,0,0,14,12,10
hsr_layout,14,3,0,0,13,10,9
jp_nagar,14,3,0,0,11,9,9
electronic_city,14,3,0,0,10,8,11
hebbal,14,3,0,0,9,6,4
koramangala,15,3,0,0,18,13,15
indiranagar,15,3,0,0,15,13,8
whitefield,15,3,0,0,12,10,7
marathahalli,15,3,0,0,14,9,11
hsr_layout,15,3,0,0,13,8,7
jp_nagar,15,3,0,0,11,7,9
electronic_city,15,3,0,0,10,8,5
hebbal,15,3,0,0,9,6,9
koramangala,16,3,0,0,18,12,13
indiranagar,16,3,0,0,15,9,10
whitefield,16,3,0,0,12,9,8
marathahalli,16,3,0,0,14,12,7
hsr_layout,16,3,0,0,13,9,9
jp_nagar,16,3,0,0,11,10,5
electronic_city,16,3,0,0,10,9,8
hebbal,16,3,0,0,9,6,4
koramangala,17,3,0,0,18,14,15
indiranagar,17,3,0,0,15,11,10
whitefield,17,3,0,0,12,11,8
marathahalli,17,3,0,0,14,13,12
hsr_layout,17,3,0,0,13,9,9
jp_nagar,17,3,0,0,11,7,7
electronic_city,17,3,0,0,10,8,5
hebbal,17,3,0,0,9,8,7
koramangala,18,3,0,0,18,13,15
indiranagar,18,3,0,0,15,13,17
whitefield,18,3,0,0,12,10,9
marathahalli,18,3,0,0,14,10,11
hsr_layout,18,3,0,0,13,11,7
jp_nagar,18,3,0,0,11,7,9
electronic_city,18,3,0,0,10,7,9
hebbal,18,3,0,0,9,5,6
koramangala,19,3,0,0,18,34,40
indiranagar,19,3,0,0,15,29,23
whitefield,19,3,0,0,12,20,22
marathahalli,19,3,0,0,14,31,28
hsr_layout,19,3,0,0,13,24,20
jp_nagar,19,3,0,0,11,23,21
electronic_city,19,3,0,0,10,19,17
hebbal,19,3,0,0,9,20,14
koramangala,20,3,0,0,18,35,35
indiranagar,20,3,0,0,15,32,30
whitefield,20,3,0,0,12,25,22
marathahalli,20,3,0,0,14,29,25
hsr_layout,20,3,0,0,13,26,25
jp_nagar,20,3,0,0,11,23,17
electronic_city,20,3,0,0,10,19,14
hebbal,20,3,0,0,9,19,15
koramangala,21,3,0,0,18,36,37
indiranagar,21,3,0,0,15,24,27
whitefield,21,3,0,0,12,20,23
marathahalli,21,3,0,0,14,30,26
hsr_layout,21,3,0,0,13,27,26
jp_nagar,21,3,0,0,11,24,23
electronic_city,21,3,0,0,10,16,21
hebbal,21,3,0,0,9,19,14
koramangala,22,3,0,0,18,16,13
indiranagar,22,3,0,0,15,11,13
whitefield,22,3,0,0,12,11,7
marathahalli,22,3,0,0,14,11,11
hsr_layout,22,3,0,0,13,10,5
jp_nagar,22,3,0,0,11,9,8
electronic_city,22,3,0,0,10,7,10
hebbal,22,3,0,0,9,7,5
koramangala,23,3,0,0,18,12,13
indiranagar,23,3,0,0,15,14,11
whitefield,23,3,0,0,12,10,8
marathahalli,23,3,0,0,14,11,11
hsr_layout,23,3,0,0,13,11,10
jp_nagar,23,3,0,0,11,8,8
electronic_city,23,3,0,0,10,8,7
hebbal,23,3,0,0,9,8,6
koramangala,0,4,0,1,18,4,4
indiranagar,0,4,0,1,15,4,5
whitefield,0,4,0,1,12,3,2
marathahalli,0,4,0,1,14,3,1
hsr_layout,0,4,0,1,13,4,2
jp_nagar,0,4,0,1,11,2,3
electronic_city,0,4,0,1,10,2,0
hebbal,0,4,0,1,9,2,1
koramangala,1,4,0,1,18,5,4
indiranagar,1,4,0,1,15,3,7
whitefield,1,4,0,1,12,3,0
marathahalli,1,4,0,1,14,4,3
hsr_layout,1,4,0,1,13,3,6
jp_nagar,1,4,0,1,11,3,3
electronic_city,1,4,0,1,10,3,3
hebbal,1,4,0,1,9,2,2
koramangala,2,4,0,1,18,4,3
indiranagar,2,4,0,1,15,4,0
whitefield,2,4,0,1,12,2,3
marathahalli,2,4,0,1,14,4,2
hsr_layout,2,4,0,1,13,3,2
jp_nagar,2,4,0,1,11,3,2
electronic_city,2,4,0,1,10,2,5
hebbal,2,4,0,1,9,2,5
koramangala,3,4,0,1,18,5,5
indiranagar,3,4,0,1,15,4,3
whitefield,3,4,0,1,12,4,0
marathahalli,3,4,0,1,14,4,3
hsr_layout,3,4,0,1,13,3,5
jp_nagar,3,4,0,1,11,2,2
electronic_city,3,4,0,1,10,3,0
hebbal,3,4,0,1,9,2,3
koramangala,4,4,0,1,18,4,5
indiranagar,4,4,0,1,15,4,0
whitefield,4,4,0,1,12,3,2
marathahalli,4,4,0,1,14,4,3
hsr_layout,4,4,0,1,13,3,2
jp_nagar,4,4,0,1,11,3,0
electronic_city,4,4,0,1,10,2,3
hebbal,4,4,0,1,9,2,1
koramangala,5,4,0,1,18,5,1
indiranagar,5,4,0,1,15,3,0
whitefield,5,4,0,1,12,3,4
marathahalli,5,4,0,1,14,3,3
hsr_layout,5,4,0,1,13,3,3
jp_nagar,5,4,0,1,11,2,1
electronic_city,5,4,0,1,10,3,1
hebbal,5,4,0,1,9,2,0
koramangala,6,4,0,1,18,20,16
indiranagar,6,4,0,1,15,19,13
whitefield,6,4,0,1,12,15,13
marathahalli,6,4,0,1,14,18,16
hsr_layout,6,4,0,1,13,14,16
jp_nagar,6,4,0,1,11,10,12
electronic_city,6,4,0,1,10,9,13
hebbal,6,4,0,1,9,10,11
koramangala,7,4,0,1,18,35,28
indiranagar,7,4,0,1,15,24,22
whitefield,7,4,0,1,12,17,22
marathahalli,7,4,0,1,14,22,24
hsr_layout,7,4,0,1,13,19,25
jp_nagar,7,4,0,1,11,17,20
electronic_city,7,4,0,1,10,19,16
hebbal,7,4,0,1,9,13,19
koramangala,8,4,0,1,18,35,28
indiranagar,8,4,0,1,15,20,20
whitefield,8,4,0,1,12,19,19
marathahalli,8,4,0,1,14,22,25
hsr_layout,8,4,0,1,13,26,21
jp_nagar,8,4,0,1,11,18,17
electronic_city,8,4,0,1,10,20,14
hebbal,8,4,0,1,9,13,13
koramangala,9,4,0,1,18,34,27
indiranagar,9,4,0,1,15,23,23
whitefield,9,4,0,1,12,21,19
marathahalli,9,4,0,1,14,24,21
hsr_layout,9,4,0,1,13,25,20
jp_nagar,9,4,0,1,11,15,17
electronic_city,9,4,0,1,10,16,14
hebbal,9,4,0,1,9,12,12
koramangala,10,4,0,1,18,21,23
indiranagar,10,4,0,1,15,16,15
whitefield,10,4,0,1,12,15,13
marathahalli,10,4,0,1,14,17,15
hsr_layout,10,4,0,1,13,14,15
jp_nagar,10,4,0,1,11,10,15
electronic_city,10,4,0,1,10,11,10
hebbal,10,4,0,1,9,11,7
koramangala,11,4,0,1,18,45,31
indiranagar,11,4,0,1,15,29,32
whitefield,11,4,0,1,12,31,23
marathahalli,11,4,0,1,14,31,30
hsr_layout,11,4,0,1,13,29,32
jp_nagar,11,4,0,1,11,25,23
electronic_city,11,4,0,1,10,21,23
hebbal,11,4,0,1,9,23,22
koramangala,12,4,0,1,18,46,44
indiranagar,12,4,0,1,15,29,33
whitefield,12,4,0,1,12,24,21
marathahalli,12,4,0,1,14,27,34
hsr_layout,12,4,0,1,13,34,24
jp_nagar,12,4,0,1,11,27,25
electronic_city,12,4,0,1,10,24,19
hebbal,12,4,0,1,9,21,23
koramangala,13,4,0,1,18,39,40
indiranagar,13,4,0,1,15,32,37
whitefield,13,4,0,1,12,24,28
marathahalli,13,4,0,1,14,34,27
hsr_layout,13,4,0,1,13,32,24
jp_nagar,13,4,0,1,11,19,22
electronic_city,13,4,0,1,10,18,25
hebbal,13,4,0,1,9,17,20
koramangala,14,4,0,1,18,18,17
indiranagar,14,4,0,1,15,20,16
whitefield,14,4,0,1,12,14,11
marathahalli,14,4,0,1,14,14,15
hsr_layout,14,4,0,1,13,17,15
jp_nagar,14,4,0,1,11,11,9
electronic_city,14,4,0,1,10,9,9
hebbal,14,4,0,1,9,11,7
koramangala,15,4,0,1,18,20,18
indiranagar,15,4,0,1,15,16,15
whitefield,15,4,0,1,12,13,11
marathahalli,15,4,0,1,14,16,10
hsr_layout,15,4,0,1,13,13,12
jp_nagar,15,4,0,1,11,12,10
electronic_city,15,4,0,1,10,11,11
hebbal,15,4,0,1,9,8,9
koramangala,16,4,0,1,18,16,19
indiranagar,16,4,0,1,15,13,19
whitefield,16,4,0,1,12,14,12
marathahalli,16,4,0,1,14,15,17
hsr_layout,16,4,0,1,13,15,13
jp_nagar,16,4,0,1,11,12,10
electronic_city,16,4,0,1,10,9,10
hebbal,16,4,0,1,9,9,8
koramangala,17,4,0,1,18,20,24
indiranagar,17,4,0,1,15,17,16
whitefield,17,4,0,1,12,13,14
marathahalli,17,4,0,1,14,15,17
hsr_layout,17,4,0,1,13,16,12
jp_nagar,17,4,0,1,11,12,11
electronic_city,17,4,0,1,10,9,13
hebbal,17,4,0,1,9,9,7
koramangala,18,4,0,1,18,17,22
indiranagar,18,4,0,1,15,17,15
whitefield,18,4,0,1,12,14,14
marathahalli,18,4,0,1,14,17,16
hsr_layout,18,4,0,1,13,12,13
jp_nagar,18,4,0,1,11,14,11
electronic_city,18,4,0,1,10,11,12
hebbal,18,4,0,1,9,8,7
koramangala,19,4,0,1,18,55,43
indiranagar,19,4,0,1,15,43,35
whitefield,19,4,0,1,12,36,29
marathahalli,19,4,0,1,14,38,37
hsr_layout,19,4,0,1,13,38,38
jp_nagar,19,4,0,1,11,29,29
electronic_city,19,4,0,1,10,21,24
hebbal,19,4,0,1,9,25,29
koramangala,20,4,0,1,18,45,48
indiranagar,20,4,0,1,15,46,39
whitefield,20,4,0,1,12,36,35
marathahalli,20,4,0,1,14,35,38
hsr_layout,20,4,0,1,13,32,33
jp_nagar,20,4,0,1,11,23,30
electronic_city,20,4,0,1,10,23,30
hebbal,20,4,0,1,9,20,24
koramangala,21,4,0,1,18,54,46
indiranagar,21,4,0,1,15,34,36
whitefield,21,4,0,1,12,31,31
marathahalli,21,4,0,1,14,31,38
hsr_layout,21,4,0,1,13,36,33
jp_nagar,21,4,0,1,11,26,33
electronic_city,21,4,0,1,10,28,26
hebbal,21,4,0,1,9,27,26
koramangala,22,4,0,1,18,22,19
indiranagar,22,4,0,1,15,19,17
whitefield,22,4,0,1,12,15,11
marathahalli,22,4,0,1,14,13,14
hsr_layout,22,4,0,1,13,13,14
jp_nagar,22,4,0,1,11,14,10
electronic_city,22,4,0,1,10,12,12
hebbal,22,4,0,1,9,11,5
koramangala,23,4,0,1,18,23,19
